순번,언어,발행처,BRM,자료명
2809,영어,International Fund for Agricultural Development,"농림 / 농업·농촌,환경 / 환경일반",Lessons from the Rural Livelihood Development Project supported by IFAD’s Crisis Response Initiative in Yemen
2810,영어,International Fund for Agricultural Development,"지역개발 / 지역및도시,농림 / 농업·농촌",Annual Report 2024: Partnership Agreement The Netherlands – IFAD: Activities Financed Under the Supplementary Funds from the Government of the Netherlands to IFAD
2811,영어,International Fund for Agricultural Development,"사회복지 / 보육·가족및여성,환경 / 환경일반",Establishing a Centre of Excellence in Gender Equality and Climate Resilience: An Institutional Capacity Assessment
2812,영어,International Telecommunication Union,"과학기술 / 과학기술진흥,산업·통상·중소기업 / 산업·중소기업일반",Measuring Digital Development: ICT Price Trends 2024
2813,영어,Joint United Nations Programme on HIV/AIDS,"보건 / 보건의료,사회복지 / 노인·청소년",The Cost of Inaction: The Cost of Not Realizing the Sexual and Reproductive Health and Rights (Including HIV) of Young People in Zimbabwe and South Africa
2814,영어,Nuclear Energy Agency,"과학기술 / 원자력기술,산업·통상·중소기업 / 에너지및자원개발",The Economics of the Nuclear Fuel Cycle
2815,영어,Nuclear Energy Agency,"과학기술 / 과학기술연구,산업·통상·중소기업 / 에너지및자원개발",International Code Comparison for Intermediate Energy Nuclear Data: Comparaison Internationale Entre les Codes de Donnees Nucleaires aux Energies Intermediaires
2816,영어,Nuclear Energy Agency,"과학기술 / 원자력기술,환경 / 환경일반",Environmental Activities in Uranium Mining and Milling: A Joint NEA/IAEA Report
2817,영어,Nuclear Energy Agency,"과학기술 / 원자력기술,산업·통상·중소기업 / 에너지및자원개발",Plutonium Fuel: An Assessment
2818,영어,Nuclear Energy Agency,"공공질서및안전 / 안전관리,과학기술 / 원자력기술",The Safety of the Nuclear Fuel Cycle
2819,영어,Nuclear Energy Agency,"과학기술 / 원자력기술,일반공공행정 / 일반행정","Long-Term Management of Radioactive Waste: Legal, Administrative and Financial Aspect (1984)"
2820,영어,Nuclear Energy Agency,"과학기술 / 원자력기술,일반공공행정 / 일반행정",Nuclear Energy in a Sustainable Development Perspective
2821,영어,Organization for Security and Co-operation in Europe,"지역개발 / 수자원,일반공공행정 / 일반행정",Toolkit on Data and Information Exchange in Transboundary Basins
2822,영어,Organization for Security and Co-operation in Europe,"사회복지 / 사회복지일반,일반공공행정 / 국정운영",Parliamentary Oversight of the Executive in the OSCE Region
2823,영어,Organization for Security and Co-operation in Europe,"공공질서및안전 / 안전관리,사회복지 / 보육·가족및여성","Beyond the Headlines: A Journalist’s Handbook to Reporting on Security, SALW and Gender-Based Violence in Albania: Assisting the National Authorities of the Republic of Albania to Decrease the  Risk of Weapon Proliferation and Misuse of Small Arms and Light Weapons"
2824,영어,Oxfam International,"일반공공행정 / 국정운영,환경 / 환경일반",Climate Plans for the People: Assessing and Promoting Civil Society Participation in the Preparation of Nationally Determined Contributions in the MENA Regio
2825,영어,Oxfam International,"공공질서및안전 / 안전관리,보건 / 보건의료","Joint Statement by Humanitarian, Development, and Human Rights Organizations in Lebanon: From South to North: Ongoing Violations Must End — Ceasefire Commitments and IHL Obligations Must Be Respected"
2826,영어,United Nations Conference on Trade and Development,"산업·통상·중소기업 / 통상,재정·세제·금융 / 기획재정","Non-tariff measures at the border, a GTAP level analysis"
2827,영어,United Nations Conference on Trade and Development,"산업·통상·중소기업 / 통상,재정·세제·금융 / 기획재정",Key Statistics and Trends in International Trade 2024: Trade Growth Amid Volatility and Ongoing Uncertainties
2828,영어,United Nations Conference on Trade and Development,"산업·통상·중소기업 / 산업진흥·고도화,일반공공행정 / 국가통계",Trends in Natural and Man-Made Fibres Trade
2829,영어,United Nations Conference on Trade and Development,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 세제",Key Statistics and Trends in Trade Policy 2024
2830,영어,United Nations Conference on Trade and Development,"산업·통상·중소기업 / 통상,재정·세제·금융 / 세제",Sparing the Vulnerable: The Cost of New Tariff Burdens
2831,영어,United Nations Development Programme,"해양수산 / 해양수산·어촌,환경 / 해양환경",Ocean for Development
2832,영어,United Nations Entity for Gender Equality and the Empowerment of Women,"사회복지 / 보육·가족및여성,일반공공행정 / 일반행정",Independent Corporate Evaluation of UN Women’s Approach to Violence Against Women Prevention and Response: Navigating Changes in Global and Regional Contexts
2833,영어,United Nations Entity for Gender Equality and the Empowerment of Women,"사회복지 / 보육·가족및여성,일반공공행정 / 국정운영","Women’s Agency Amid Shocks: A Gendered Analysis of Poverty Dynamics and the Implications for Social Protection in Bangladesh, Peru and the United Republic of Tanzania"
2834,영어,United Nations Office for Disaster Risk Reduction,"재정·세제·금융 / 금융,환경 / 상하수도·수질",Global Assessment Report on Disaster Risk Reduction 2025: Resilience Pays: Financing and Investing for our Future 2025
2835,영어,United Nations Office for Disaster Risk Reduction,"일반공공행정 / 국정운영,환경 / 상하수도·수질",Extreme Heat Risk Reduction: Towards a Common Global Framework
2836,영어,United Nations Office for Disaster Risk Reduction,"공공질서및안전 / 안전관리,과학기술 / 과학기술연구",Special Report on the Use of Technology for Disaster Risk Reduction
2837,영어,United Nations Office for Disaster Risk Reduction,"공공질서및안전 / 안전관리,통일·외교 / 외교",Sendai Framework Voluntary Commitments Synthesis and Analysis Report 2025
2838,영어,United Nations Office for Disaster Risk Reduction,"지역개발 / 지역및도시,환경 / 대기",Republic of Moldova: National Roadmap for Critical Infrastructure Resilience
2839,영어,RAND Corporation,"국방 / 병무행정,통일·외교 / 외교",China’s Lessons from the Russia-Ukraine War: Perceived New Strategic Opportunities and an Emerging Model of Hybrid Warfare
2840,영어,RAND Corporation,"국방 / 병무행정,통일·외교 / 외교",Implications of Russia's War on Ukraine for the U.S. and Allied Defense Industrial Bases
2841,영어,RAND Corporation,"국방 / 병무행정,통일·외교 / 외교","Dispersed, Disguised, and Degradable: The Implications of the Fighting in Ukraine for Future U.S.-Involved Conflicts"
2842,영어,RAND Corporation,"과학기술 / 과학기술연구,과학기술 / 과학기술진흥",An Update on Research Into Operationalizing an International Space Traffic Management Organization
2843,영어,RAND Corporation,"지역개발 / 수자원,일반공공행정 / 일반행정",A Proactive Approach for Short-Term Reservoir Operations: Potential Applications of Decision Making Under Deep Uncertainty to Strengthen Forecast Informed Reservoir Operations
2844,영어,RAND Corporation,"국방 / 병무행정,일반공공행정 / 국정운영",Understanding Escalation: A Framework for Evaluating the Escalatory Risks of Policy Actions
2845,영어,RAND Corporation,"국방 / 병무행정,사회복지 / 고용노동",National Guard Youth ChalleNGe: Program Progress in 2023–2024
2846,영어,RAND Corporation,"보건 / 보건의료,사회복지 / 보육·가족및여성",Women's health at a junction in policy and practice: Where next?
2847,영어,RAND Corporation,"국방 / 병무행정,해양수산 / 해양수산·어촌","Seabed Safety, Security, and Stewardship: Future Implications for U.S. Coast Guard Strategy, Policy, and Operations"
2848,영어,RAND Corporation,"국방 / 병무행정,사회복지 / 고용노동",An Integrated Model of Recruiting Resources: Optimal Resource Allocation for Regular Army and Army Reserve Recruiting
2849,영어,RAND Corporation,"과학기술 / 과학기술연구,사회복지 / 고용노동",Assessing the Employment Impacts of Digital Upskilling for Low-Tech Adults: Results from a Pilot Study
2850,영어,RAND Corporation,"국방 / 병무행정,통일·외교 / 외교",A Framework for Examining Global Posture to Enable Agile and Responsive Operations
2851,영어,RAND Corporation,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Technology-Driven Opportunities and Risks to Sustainable Development of Critical Minerals in Developing Countries: Consolidated Remarks Delivered to a United Nations Expert Group Meeting
2852,영어,RAND Corporation,"국방 / 병무행정,보건 / 보건의료","Health Services for Coast Guard Beneficiaries: Improving Access to Care for Active Duty Service Members, Reservists, Dependents, and Retirees"
2853,영어,RAND Corporation,"국방 / 병무행정,통일·외교 / 외교",Polish Armed Forces Modernization: A New Cornerstone of European Security?
2854,영어,Faser Institute,"보건 / 보건의료,사회복지 / 보건의료",Building Responsive and Adaptive Health Care Systems in Canada: Lessons from Switzerland
2855,영어,Faser Institute,"산업·통상·중소기업 / 에너지및자원개발,재정·세제·금융 / 금융","Property Rights, Transaction Costs, and Indigenous Participation in Major Projects: A Double Dose of Coase"
2856,영어,Faser Institute,"재정·세제·금융 / 기획재정,재정·세제·금융 / 세제","Canadians Celebrate Tax Freedom Day on June 8, 2025"
2857,영어,Faser Institute,"재정·세제·금융 / 금융,재정·세제·금융 / 기획재정",What the Heritage Fund Opportunities Corporation Can Learn from Sovereign Wealth Funds
